fight.id,winner,loser,method,round,time,weight.class.id,event,date,fight.order,title.fight,five.rounds
UFC2017090901,Amanda Nunes,Valentina Shevchenko,Decision - Split,5,5:00,25,UFC 215: Nunes vs. Shevchenko 2,9/9/17,1,1,1
UFC2017090902,Rafael dos Anjos,Neil Magny,Submission,1,3:43,4,UFC 215: Nunes vs. Shevchenko 2,9/9/17,2,0,0
UFC2017090903,Henry Cejudo,Wilson Reis,KO/TKO,2,0:25,8,UFC 215: Nunes vs. Shevchenko 2,9/9/17,3,0,0
UFC2017090904,Ilir Latifi,Tyson Pedro,Decision - Unanimous,3,5:00,2,UFC 215: Nunes vs. Shevchenko 2,9/9/17,4,0,0
UFC2017090905,Jeremy Stephens,Gilbert Melendez,Decision - Unanimous,3,5:00,6,UFC 215: Nunes vs. Shevchenko 2,9/9/17,5,0,0
UFC2017090906,Ketlen Vieira,Sara McMann,Submission,2,4:16,25,UFC 215: Nunes vs. Shevchenko 2,9/9/17,6,0,0
UFC2017090907,Sarah Moras,Ashlee Evans-Smith,Submission,1,2:51,25,UFC 215: Nunes vs. Shevchenko 2,9/9/17,7,0,0
UFC2017090908,Rick Glenn,Gavin Tucker,Decision - Unanimous,3,5:00,6,UFC 215: Nunes vs. Shevchenko 2,9/9/17,8,0,0
UFC2017090909,Alex White,Mitch Clarke,KO/TKO,2,4:36,5,UFC 215: Nunes vs. Shevchenko 2,9/9/17,9,0,0
UFC2017090910,Arjan Bhullar,Luis Henrique,Decision - Unanimous,3,5:00,1,UFC 215: Nunes vs. Shevchenko 2,9/9/17,10,0,0
UFC2017090911,Kajan Johnson,Adriano Martins,KO/TKO,3,0:49,5,UFC 215: Nunes vs. Shevchenko 2,9/9/17,11,0,0
UFC2017090201,Alexander Volkov,Stefan Struve,KO/TKO,3,3:30,1,UFC Fight Night 115: Volkov vs. Struve,9/2/17,1,0,1
UFC2017090202,Siyar Bahadurzada,Rob Wilkinson,KO/TKO,2,3:10,3,UFC Fight Night 115: Volkov vs. Struve,9/2/17,2,0,0
UFC2017090203,Marion Reneau,Talita Bernardo,KO/TKO,3,4:54,25,UFC Fight Night 115: Volkov vs. Struve,9/2/17,3,0,0
UFC2017090204,Leon Edwards,Bryan Barberena,Decision - Unanimous,3,5:00,4,UFC Fight Night 115: Volkov vs. Struve,9/2/17,4,0,0
UFC2017090205,Darren Till,Bojan Velickovic,Decision - Unanimous,3,5:00,4,UFC Fight Night 115: Volkov vs. Struve,9/2/17,5,0,0
UFC2017090206,Mairbek Taisumov,Felipe Silva,KO/TKO,1,1:24,5,UFC Fight Night 115: Volkov vs. Struve,9/2/17,6,0,0
UFC2017090207,Michel Prazeres,Mads Burnell,Submission,3,1:26,5,UFC Fight Night 115: Volkov vs. Struve,9/2/17,7,0,0
UFC2017090208,Rustam Khabilov,Desmond Green,Decision - Unanimous,3,5:00,5,UFC Fight Night 115: Volkov vs. Struve,9/2/17,8,0,0
UFC2017090209,Aleksandar Rakic,Francimar Barroso,Decision - Unanimous,3,5:00,2,UFC Fight Night 115: Volkov vs. Struve,9/2/17,9,0,0
UFC2017090210,Zabit Magomedsharipov,Mike Santiago,Submission,2,4:22,6,UFC Fight Night 115: Volkov vs. Struve,9/2/17,10,0,0
UFC2017090211,Abdul-Kerim Edilov,Bojan Mihajlovic,KO/TKO,2,2:32,2,UFC Fight Night 115: Volkov vs. Struve,9/2/17,11,0,0
UFC2017090212,Thibault Gouti,Andrew Holbrook,KO/TKO,1,4:28,5,UFC Fight Night 115: Volkov vs. Struve,9/2/17,12,0,0
UFC2017080501,Sergio Pettis,Brandon Moreno,Decision - Unanimous,5,5:00,8,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,1,0,1
UFC2017080502,Alexa Grasso,Randa Markos,Decision - Split,3,5:00,32,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,2,0,0
UFC2017080503,Niko Price,Alan Jouban,KO/TKO,1,1:44,4,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,3,0,0
UFC2017080504,Humberto Bandenay,Martin Bravo,KO/TKO,1,0:26,6,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,4,0,0
UFC2017080505,Sam Alvey,Rashad Evans,Decision - Split,3,5:00,3,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,5,0,0
UFC2017080506,Alejandro Perez,Andrew Soukhamthath,Decision - Split,3,5:00,7,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,6,0,0
UFC2017080507,Jack Hermansson,Brad Scott,KO/TKO,1,3:50,3,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,7,0,0
UFC2017080508,Dustin Ortiz,Hector Sandoval,KO/TKO,1,0:15,8,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,8,0,0
UFC2017080509,Rani Yahya,Henry Briones,Submission,1,2:01,7,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,9,0,0
UFC2017080510,Jose Alberto Quinonez,Diego Rivas,Decision - Unanimous,3,5:00,7,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,10,0,0
UFC2017080511,Joseph Morales,Roberto Sanchez,Submission,1,3:56,8,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,11,0,0
UFC2017080512,Jordan Rinaldi,Alvaro Herrera,Submission,1,2:01,5,UFC Fight Night 114: Pettis vs. Moreno,8/5/17,12,0,0
UFC2017072901,Jon Jones,Daniel Cormier,KO/TKO,3,3:01,2,UFC 214: Cormier vs. Jones 2,7/29/17,1,1,1
UFC2017072902,Tyron Woodley,Demian Maia,Decision - Unanimous,5,5:00,4,UFC 214: Cormier vs. Jones 2,7/29/17,2,1,1
UFC2017072903,Cristiane Justino,Tonya Evinger,KO/TKO,3,1:56,24,UFC 214: Cormier vs. Jones 2,7/29/17,3,1,1
UFC2017072904,Robbie Lawler,Donald Cerrone,Decision - Unanimous,3,5:00,4,UFC 214: Cormier vs. Jones 2,7/29/17,4,0,0
UFC2017072905,Volkan Oezdemir,Jimi Manuwa,KO/TKO,1,0:42,2,UFC 214: Cormier vs. Jones 2,7/29/17,5,0,0
UFC2017072906,Ricardo Lamas,Jason Knight,KO/TKO,1,4:34,6,UFC 214: Cormier vs. Jones 2,7/29/17,6,0,0
UFC2017072907,Aljamain Sterling,Renan Barao,Decision - Unanimous,3,5:00,11,UFC 214: Cormier vs. Jones 2,7/29/17,7,0,0
UFC2017072908,Brian Ortega,Renato Moicano,Submission,3,2:59,6,UFC 214: Cormier vs. Jones 2,7/29/17,8,0,0
UFC2017072909,Calvin Kattar,Andre Fili,Decision - Unanimous,3,5:00,6,UFC 214: Cormier vs. Jones 2,7/29/17,9,0,0
UFC2017072910,Aleksandra Albu,Kailin Curran,Decision - Unanimous,3,5:00,32,UFC 214: Cormier vs. Jones 2,7/29/17,10,0,0
UFC2017072911,Jarred Brooks,Eric Shelton,Decision - Split,3,5:00,8,UFC 214: Cormier vs. Jones 2,7/29/17,11,0,0
UFC2017072912,Drew Dober,Josh Burkman,KO/TKO,1,3:04,5,UFC 214: Cormier vs. Jones 2,7/29/17,12,0,0
UFC2017072201,Chris Weidman,Kelvin Gastelum,Submission,3,3:46,3,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,1,0,1
UFC2017072202,Darren Elkins,Dennis Bermudez,Decision - Split,3,5:00,6,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,2,0,0
UFC2017072203,Patrick Cummins,Gian Villante,Decision - Split,3,5:00,2,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,3,0,0
UFC2017072204,Jimmie Rivera,Thomas Almeida,Decision - Unanimous,3,5:00,7,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,4,0,0
UFC2017072205,Elizeu Zaleski dos Santos,Lyman Good,Decision - Split,3,5:00,4,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,5,0,0
UFC2017072206,Eryk Anders,Rafael Natal,KO/TKO,1,2:54,3,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,6,0,0
UFC2017072207,Alex Oliveira,Ryan LaFlare,KO/TKO,2,1:50,4,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,7,0,0
UFC2017072208,Chase Sherman,Damian Grabowski,Decision - Unanimous,3,5:00,1,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,8,0,0
UFC2017072209,Jeremy Kennedy,Kyle Bochniak,Decision - Unanimous,3,5:00,6,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,9,0,0
UFC2017072210,Marlon Vera,Brian Kelleher,Submission,1,2:18,7,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,10,0,0
UFC2017072211,Junior Albini,Timothy Johnson,KO/TKO,1,2:51,1,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,11,0,0
UFC2017072212,Shane Burgos,Godofredo Pepey,Decision - Unanimous,3,5:00,6,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,12,0,0
UFC2017072213,Chris Wade,Frankie Perez,Decision - Unanimous,3,5:00,5,UFC on Fox 25: Weidman vs. Gastelum,7/22/17,13,0,0
UFC2017071601,Santiago Ponzinibbio,Gunnar Nelson,KO/TKO,1,1:22,4,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,1,0,1
UFC2017071602,Cynthia Calvillo,Joanne Calderwood,Decision - Unanimous,3,5:00,32,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,2,0,0
UFC2017071603,Paul Felder,Stevie Ray,KO/TKO,1,3:57,5,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,3,0,0
UFC2017071604,Jack Marshman,Ryan Janes,Decision - Unanimous,3,5:00,3,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,4,0,0
UFC2017071605,Khalil Rountree,Paul Craig,KO/TKO,1,4:56,2,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,5,0,0
UFC2017071606,Justin Willis,James Mulheron,Decision - Unanimous,3,5:00,1,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,6,0,0
UFC2017071607,Danny Roberts,Bobby Nash,KO/TKO,2,3:59,4,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,7,0,0
UFC2017071608,Alexandre Pantoja,Neil Seery,Submission,3,2:31,8,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,8,0,0
UFC2017071609,Galore Bofando,Charlie Ward,KO/TKO,1,2:10,4,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,9,0,0
UFC2017071610,Danny Henry,Daniel Teymur,Decision - Unanimous,3,5:00,5,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,10,0,0
UFC2017071611,Brett Johns,Albert Morales,Decision - Unanimous,3,5:00,7,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,11,0,0
UFC2017071612,Leslie Smith,Amanda Lemos,KO/TKO,2,2:53,25,UFC Fight Night 113: Nelson vs. Ponzinibbio,7/16/17,12,0,0
UFC2017070801,Robert Whittaker,Yoel Romero,Decision - Unanimous,5,5:00,3,UFC 213: Romero vs. Whittaker,7/8/17,1,1,1
UFC2017070802,Alistair Overeem,Fabricio Werdum,Decision - Majority,3,5:00,1,UFC 213: Romero vs. Whittaker,7/8/17,2,0,0
UFC2017070803,Curtis Blaydes,Daniel Omielanczuk,Decision - Unanimous,3,5:00,1,UFC 213: Romero vs. Whittaker,7/8/17,3,0,0
UFC2017070804,Anthony Pettis,Jim Miller,Decision - Unanimous,3,5:00,5,UFC 213: Romero vs. Whittaker,7/8/17,4,0,0
UFC2017070805,Rob Font,Douglas Silva de Andrade,Submission,2,4:36,7,UFC 213: Romero vs. Whittaker,7/8/17,5,0,0
UFC2017070806,Oleksiy Oliynyk,Travis Browne,Submission,2,3:44,1,UFC 213: Romero vs. Whittaker,7/8/17,6,0,0
UFC2017070807,Chad Laprise,Brian Camozzi,KO/TKO,3,1:27,4,UFC 213: Romero vs. Whittaker,7/8/17,7,0,0
UFC2017070808,Thiago Santos,Gerald Meerschaert,KO/TKO,2,2:04,3,UFC 213: Romero vs. Whittaker,7/8/17,8,0,0
UFC2017070809,Belal Muhammad,Jordan Mein,Decision - Unanimous,3,5:00,4,UFC 213: Romero vs. Whittaker,7/8/17,9,0,0
UFC2017070810,Cody Stamann,Terrion Ware,Decision - Unanimous,3,5:00,6,UFC 213: Romero vs. Whittaker,7/8/17,10,0,0
UFC2017070811,Trevin Giles,James Bochnovic,KO/TKO,2,2:54,2,UFC 213: Romero vs. Whittaker,7/8/17,11,0,0
UFC2017070701,Justin Gaethje,Michael Johnson,KO/TKO,2,4:48,5,The Ultimate Fighter 25: Redemption Finale,7/7/17,1,0,1
UFC2017070702,Jesse Taylor,Dhiego Lima,Submission,2,0:43,4,The Ultimate Fighter 25: Redemption Finale,7/7/17,2,0,0
UFC2017070703,Drakkar Klose,Marc Diakiese,Decision - Split,3,5:00,5,The Ultimate Fighter 25: Redemption Finale,7/7/17,3,0,0
UFC2017070704,Jared Cannonier,Nick Roehrick,KO/TKO,3,2:08,2,The Ultimate Fighter 25: Redemption Finale,7/7/17,4,0,0
UFC2017070705,Brad Tavares,Elias Theodorou,Decision - Unanimous,3,5:00,3,The Ultimate Fighter 25: Redemption Finale,7/7/17,5,0,0
UFC2017070706,Jordan Johnson,Marcel Fortuna,Decision - Unanimous,3,5:00,2,The Ultimate Fighter 25: Redemption Finale,7/7/17,6,0,0
UFC2017070707,Angela Hill,Ashley Yoder,Decision - Unanimous,3,5:00,32,The Ultimate Fighter 25: Redemption Finale,7/7/17,7,0,0
UFC2017070708,James Krause,Tom Gallicchio,Decision - Unanimous,3,5:00,4,The Ultimate Fighter 25: Redemption Finale,7/7/17,8,0,0
UFC2017070709,CB Dollaway,Ed Herman,Decision - Unanimous,3,5:00,2,The Ultimate Fighter 25: Redemption Finale,7/7/17,9,0,0
UFC2017070710,Tecia Torres,Juliana Lima,Submission,2,0:53,32,The Ultimate Fighter 25: Redemption Finale,7/7/17,10,0,0
UFC2017070711,Gray Maynard,Teruto Ishihara,Decision - Unanimous,3,5:00,6,The Ultimate Fighter 25: Redemption Finale,7/7/17,11,0,0
UFC2017062501,Kevin Lee,Michael Chiesa,Submission,1,4:37,5,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,1,0,1
UFC2017062502,Tim Boetsch,Johny Hendricks,KO/TKO,2,0:46,3,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,2,0,0
UFC2017062503,Felice Herrig,Justine Kish,Decision - Unanimous,3,5:00,32,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,3,0,0
UFC2017062504,Dominick Reyes,Joachim Christensen,KO/TKO,1,0:29,2,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,4,0,0
UFC2017062505,Tim Means,Alex Garcia,Decision - Unanimous,3,5:00,4,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,5,0,0
UFC2017062506,Dennis Siver,BJ Penn,Decision - Majority,3,5:00,6,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,6,0,0
UFC2017062507,Clay Guida,Erik Koch,Decision - Unanimous,3,5:00,5,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,7,0,0
UFC2017062508,Marvin Vettori,Vitor Miranda,Decision - Unanimous,3,5:00,3,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,8,0,0
UFC2017062509,Carla Esparza,Maryna Moroz,Decision - Unanimous,3,5:00,32,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,9,0,0
UFC2017062510,Darrell Horcher,Devin Powell,Decision - Split,3,5:00,5,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,10,0,0
UFC2017062511,Jared Gordon,Michel Quinones,KO/TKO,2,4:24,6,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,11,0,0
UFC2017062512,Tony Martin,Johnny Case,Decision - Unanimous,3,5:00,5,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,12,0,0
UFC2017062513,Jeremy Kimball,John Stansbury,KO/TKO,1,1:21,2,UFC Fight Night 112: Chiesa vs. Lee,6/25/17,13,0,0
UFC2017061701,Holly Holm,Bethe Correia,KO/TKO,3,1:09,25,UFC Fight Night 111: Holm vs. Correia,6/17/17,1,0,1
UFC2017061702,Marcin Tybura,Andrei Arlovski,Decision - Unanimous,3,5:00,1,UFC Fight Night 111: Holm vs. Correia,6/17/17,2,0,0
UFC2017061703,Colby Covington,Dong Hyun Kim,Decision - Unanimous,3,5:00,4,UFC Fight Night 111: Holm vs. Correia,6/17/17,3,0,0
UFC2017061704,Rafael dos Anjos,Tarec Saffiedine,Decision - Unanimous,3,5:00,4,UFC Fight Night 111: Holm vs. Correia,6/17/17,4,0,0
UFC2017061705,Jon Tuck,Takanori Gomi,Submission,1,1:12,5,UFC Fight Night 111: Holm vs. Correia,6/17/17,5,0,0
UFC2017061706,Walt Harris,Cyril Asker,KO/TKO,1,1:44,1,UFC Fight Night 111: Holm vs. Correia,6/17/17,6,0,0
UFC2017061707,Alex Caceres,Rolando Gabriel Dy,KO/TKO,2,5:00,6,UFC Fight Night 111: Holm vs. Correia,6/17/17,7,0,0
UFC2017061708,Ulka Sasaki,Justin Scoggins,Submission,2,3:19,8,UFC Fight Night 111: Holm vs. Correia,6/17/17,8,0,0
UFC2017061709,Li Jingliang,Frank Camacho,Decision - Unanimous,3,5:00,4,UFC Fight Night 111: Holm vs. Correia,6/17/17,9,0,0
UFC2017061710,Russell Doane,Kwan Ho Kwak,KO/TKO,1,4:09,7,UFC Fight Night 111: Holm vs. Correia,6/17/17,10,0,0
UFC2017061711,Naoki Inoue,Carls John de Tomas,Decision - Unanimous,3,5:00,8,UFC Fight Night 111: Holm vs. Correia,6/17/17,11,0,0
UFC2017061712,Lucie Pudilova,Ji Yeon Kim,Decision - Unanimous,3,5:00,25,UFC Fight Night 111: Holm vs. Correia,6/17/17,12,0,0
UFC2017061101,Mark Hunt,Derrick Lewis,KO/TKO,4,3:51,1,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,1,0,1
UFC2017061102,Derek Brunson,Dan Kelly,KO/TKO,1,1:16,3,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,2,0,0
UFC2017061103,Dan Hooker,Ross Pearson,KO/TKO,2,3:02,5,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,3,0,0
UFC2017061104,Ion Cutelaba,Henrique da Silva,KO/TKO,1,0:22,2,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,4,0,0
UFC2017061105,Ben Nguyen,Tim Elliott,Submission,1,0:49,8,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,5,0,0
UFC2017061106,Alexander Volkanovski,Mizuto Hirota,Decision - Unanimous,3,5:00,6,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,6,0,0
UFC2017061107,Vinc Pichel,Damien Brown,KO/TKO,1,3:37,5,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,7,0,0
UFC2017061108,Luke Jumeau,Damien Brown,Decision - Unanimous,3,5:00,4,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,8,0,0
UFC2017061109,John Moraga,Ashkan Mokhtarian,Decision - Unanimous,3,5:00,8,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,9,0,0
UFC2017061110,Zak Ottow,Kiichi Kunimoto,Decision - Split,3,5:00,4,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,10,0,0
UFC2017061111,JJ Aldrich,Chan-Mi Jeon,Decision - Unanimous,3,5:00,32,UFC Fight Night 110: Lewis vs. Hunt,6/11/17,11,0,0
UFC2017060301,Max Holloway,Jose Aldo,KO/TKO,3,4:13,6,UFC 212: Aldo vs. Holloway,6/3/17,1,1,1
UFC2017060302,Claudia Gadelha,Karolina Kowalkiewicz,Submission,1,3:03,32,UFC 212: Aldo vs. Holloway,6/3/17,2,0,0
UFC2017060303,Vitor Belfort,Nate Marquardt,Decision - Unanimous,3,5:00,3,UFC 212: Aldo vs. Holloway,6/3/17,3,0,0
UFC2017060304,Paulo Borrachinha,Oluwale Bamgbose,KO/TKO,2,1:06,3,UFC 212: Aldo vs. Holloway,6/3/17,4,0,0
UFC2017060305,Yancy Medeiros,Erick Silva,KO/TKO,2,2:01,4,UFC 212: Aldo vs. Holloway,6/3/17,5,0,0
UFC2017060306,Raphael Assuncao,Marlon Moraes,Decision - Split,3,5:00,7,UFC 212: Aldo vs. Holloway,6/3/17,6,0,0
UFC2017060307,Antonio Carlos Junior,Eric Spicely,Submission,2,3:49,3,UFC 212: Aldo vs. Holloway,6/3/17,7,0,0
UFC2017060308,Matthew Lopez,Johnny Eduardo,KO/TKO,1,2:57,7,UFC 212: Aldo vs. Holloway,6/3/17,8,0,0
UFC2017060309,Brian Kelleher,Iuri Alcantara,Submission,1,1:48,7,UFC 212: Aldo vs. Holloway,6/3/17,9,0,0
UFC2017060310,Viviane Pereira,Jamie Moyle,Decision - Unanimous,3,5:00,32,UFC 212: Aldo vs. Holloway,6/3/17,10,0,0
UFC2017060311,Luan Chagas,Jim Wallhead,Submission,2,4:48,4,UFC 212: Aldo vs. Holloway,6/3/17,11,0,0
UFC2017060312,Deiveson Figueiredo,Marco Beltran,KO/TKO,2,5:00,8,UFC 212: Aldo vs. Holloway,6/3/17,12,0,0
UFC2017052801,Alexander Gustafsson,Glover Teixeira,KO/TKO,5,1:07,2,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,1,0,1
UFC2017052802,Volkan Oezdemir,Misha Cirkunov,KO/TKO,1,0:28,2,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,2,0,0
UFC2017052803,Peter Sobotta,Ben Saunders,KO/TKO,2,2:29,4,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,3,0,0
UFC2017052804,Omari Akhmedov,Abdul Razak Alhassan,Decision - Split,3,5:00,4,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,4,0,0
UFC2017052805,Nordine Taleb,Oliver Enkamp,Decision - Unanimous,3,5:00,4,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,5,0,0
UFC2017052806,Jack Hermansson,Alex Nicholson,KO/TKO,1,2:00,3,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,6,0,0
UFC2017052807,Pedro Munhoz,Damian Stasiak,Decision - Unanimous,3,5:00,7,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,7,0,0
UFC2017052808,Trevor Smith,Chris Camozzi,Decision - Unanimous,3,5:00,3,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,8,0,0
UFC2017052809,Joaquim Silva,Reza Madadi,Decision - Split,3,5:00,5,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,9,0,0
UFC2017052810,Bojan Velickovic,Nico Musoke,KO/TKO,3,4:37,4,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,10,0,0
UFC2017052811,Darren Till,Jessin Ayari,Decision - Unanimous,3,5:00,4,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,11,0,0
UFC2017052812,Damir Hadzovic,Marcin Held,KO/TKO,3,0:07,5,UFC Fight Night 109: Gustafsson vs. Teixeira,5/28/17,12,0,0
UFC2017051301,Stipe Miocic,Junior dos Santos,KO/TKO,1,2:22,1,UFC 211: Miocic vs. dos Santos 2,5/13/17,1,1,1
UFC2017051302,Joanna Jedrzejczyk,Jessica Andrade,Decision - Unanimous,5,5:00,32,UFC 211: Miocic vs. dos Santos 2,5/13/17,2,1,1
UFC2017051303,Demian Maia,Jorge Masvidal,Decision - Split,3,5:00,4,UFC 211: Miocic vs. dos Santos 2,5/13/17,3,0,0
UFC2017051304,Frankie Edgar,Yair Rodriguez,KO/TKO,2,5:00,6,UFC 211: Miocic vs. dos Santos 2,5/13/17,4,0,0
UFC2017051305,David Branch,Krzysztof Jotko,Decision - Split,3,5:00,3,UFC 211: Miocic vs. dos Santos 2,5/13/17,5,0,0
UFC2017051306,Eddie Alvarez,Dustin Poirier,No Contest,2,4:12,5,UFC 211: Miocic vs. dos Santos 2,5/13/17,6,0,0
UFC2017051307,Jason Knight,Chas Skelly,KO/TKO,3,0:39,6,UFC 211: Miocic vs. dos Santos 2,5/13/17,7,0,0
UFC2017051308,Chase Sherman,Rashad Coulter,KO/TKO,2,3:36,1,UFC 211: Miocic vs. dos Santos 2,5/13/17,8,0,0
UFC2017051309,James Vick,Marco Polo Reyes,KO/TKO,1,2:39,5,UFC 211: Miocic vs. dos Santos 2,5/13/17,9,0,0
UFC2017051310,Cortney Casey,Jessica Aguilar,No Contest,3,5:00,32,UFC 211: Miocic vs. dos Santos 2,5/13/17,10,0,0
UFC2017051311,Enrique Barzola,Gabriel Benitez,Decision - Unanimous,3,5:00,6,UFC 211: Miocic vs. dos Santos 2,5/13/17,11,0,0
UFC2017051312,Gadzhimurad Antigulov,Joachim Christensen,Submission,1,2:21,2,UFC 211: Miocic vs. dos Santos 2,5/13/17,12,0,0
UFC2017042201,Cub Swanson,Artem Lobov,Decision - Unanimous,5,5:00,6,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,1,0,1
UFC2017042202,Al Iaquinta,Diego Sanchez,KO/TKO,1,1:38,5,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,2,0,0
UFC2017042203,Ovince Saint Preux,Marcos Rogerio de lima,Submission,2,2:11,2,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,3,0,0
UFC2017042204,John Dodson,Eddie Wineland,Decision - Unanimous,3,5:00,7,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,4,0,0
UFC2017042205,Stevie Ray,Joe Lauzon,Decision - Majority,3,5:00,5,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,5,0,0
UFC2017042206,Mike Perry,Jake Ellenberger,KO/TKO,2,1:05,4,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,6,0,0
UFC2017042207,Thales Leites,Sam Alvey,Decision - Unanimous,3,5:00,3,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,7,0,0
UFC2017042208,Brandon Moreno,Dustin Ortiz,Submission,2,4:06,8,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,8,0,0
UFC2017042209,Scott Holtzman,Michael McBride,Decision - Unanimous,3,5:00,5,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,9,0,0
UFC2017042210,Danielle Taylor,Jessica Penne,Decision - Unanimous,3,5:00,32,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,10,0,0
UFC2017042211,Alexis Davis,Cindy Dandois,Decision - Unanimous,3,5:00,25,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,11,0,0
UFC2017042212,Bryan Barberena,Joe Proctor,KO/TKO,1,3:30,4,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,12,0,0
UFC2017042213,Hector Sandoval,Matt Schnell,KO/TKO,1,4:24,8,UFC Fight Night 108: Swanson vs. Lobov,4/22/17,13,0,0
UFC2017041501,Demetrious Johnson,Wilson Reis,Submission,3,4:49,8,UFC on Fox 24: Johnson vs. Reis,4/15/17,1,1,1
UFC2017041502,Rose Namajunas,Michelle Waterson,Submission,2,2:47,32,UFC on Fox 24: Johnson vs. Reis,4/15/17,2,0,0
UFC2017041503,Robert Whittaker,Ronaldo Souza,KO/TKO,2,3:28,3,UFC on Fox 24: Johnson vs. Reis,4/15/17,3,0,0
UFC2017041504,Renato Moicano,Jeremy Stephens,Decision - Split,3,5:00,6,UFC on Fox 24: Johnson vs. Reis,4/15/17,4,0,0
UFC2017041505,Alexander Volkov,Roy Nelson,Decision - Unanimous,3,5:00,1,UFC on Fox 24: Johnson vs. Reis,4/15/17,5,0,0
UFC2017041506,Tom Duquesnoy,Patrick Williams,KO/TKO,2,0:28,7,UFC on Fox 24: Johnson vs. Reis,4/15/17,6,0,0
